Year,Quarter,Month,Day,Average of FILING_DECISION_SORT,DEF_RACE
2017,Qtr 1,February,27,100.00%,Asian
2017,Qtr 1,February,27,100.00%,Black
2017,Qtr 1,February,27,100.00%,Latino
2017,Qtr 1,February,27,87.50%,White
2017,Qtr 1,February,28,100.00%,Asian
2017,Qtr 1,February,28,80.00%,Black
2017,Qtr 1,February,28,87.50%,Latino
2017,Qtr 1,February,28,100.00%,White
2017,Qtr 1,March,1,100.00%,Missing/Unknown
2017,Qtr 1,March,1,100.00%,Asian
2017,Qtr 1,March,1,100.00%,Black
2017,Qtr 1,March,1,100.00%,Latino
2017,Qtr 1,March,1,100.00%,White
2017,Qtr 1,March,2,100.00%,Asian
2017,Qtr 1,March,2,87.50%,Black
2017,Qtr 1,March,2,100.00%,Latino
2017,Qtr 1,March,2,100.00%,White
2017,Qtr 1,March,3,100.00%,Asian
2017,Qtr 1,March,3,100.00%,Black
2017,Qtr 1,March,3,100.00%,Latino
2017,Qtr 1,March,3,100.00%,White
2017,Qtr 1,March,4,100.00%,Asian
2017,Qtr 1,March,4,0.00%,Black
2017,Qtr 1,March,4,100.00%,Latino
2017,Qtr 1,March,5,100.00%,Latino
2017,Qtr 1,March,5,50.00%,White
2017,Qtr 1,March,6,100.00%,Asian
2017,Qtr 1,March,6,100.00%,Latino
2017,Qtr 1,March,6,100.00%,White
2017,Qtr 1,March,7,100.00%,Asian
2017,Qtr 1,March,7,100.00%,Black
2017,Qtr 1,March,7,90.00%,Latino
2017,Qtr 1,March,7,100.00%,White
2017,Qtr 1,March,8,100.00%,Missing/Unknown
2017,Qtr 1,March,8,100.00%,Asian
2017,Qtr 1,March,8,100.00%,Black
2017,Qtr 1,March,8,88.89%,Latino
2017,Qtr 1,March,8,90.00%,White
2017,Qtr 1,March,9,100.00%,Missing/Unknown
2017,Qtr 1,March,9,100.00%,Asian
2017,Qtr 1,March,9,100.00%,Black
2017,Qtr 1,March,9,100.00%,Latino
2017,Qtr 1,March,9,88.89%,White
2017,Qtr 1,March,10,100.00%,Missing/Unknown
2017,Qtr 1,March,10,100.00%,Asian
2017,Qtr 1,March,10,100.00%,Black
2017,Qtr 1,March,10,100.00%,Latino
2017,Qtr 1,March,10,100.00%,White
2017,Qtr 1,March,11,100.00%,Latino
2017,Qtr 1,March,11,66.67%,White
2017,Qtr 1,March,12,100.00%,Asian
2017,Qtr 1,March,12,100.00%,Latino
2017,Qtr 1,March,12,100.00%,White
2017,Qtr 1,March,13,100.00%,Asian
2017,Qtr 1,March,13,100.00%,Black
2017,Qtr 1,March,13,87.50%,Latino
2017,Qtr 1,March,13,100.00%,White
2017,Qtr 1,March,14,100.00%,Missing/Unknown
2017,Qtr 1,March,14,100.00%,Black
2017,Qtr 1,March,14,100.00%,Latino
2017,Qtr 1,March,14,100.00%,White
2017,Qtr 1,March,15,100.00%,Missing/Unknown
2017,Qtr 1,March,15,100.00%,Black
2017,Qtr 1,March,15,100.00%,Latino
2017,Qtr 1,March,15,100.00%,White
2017,Qtr 1,March,16,100.00%,Asian
2017,Qtr 1,March,16,100.00%,Black
2017,Qtr 1,March,16,100.00%,Latino
2017,Qtr 1,March,16,100.00%,White
2017,Qtr 1,March,17,100.00%,Asian
2017,Qtr 1,March,17,100.00%,Black
2017,Qtr 1,March,17,100.00%,Latino
2017,Qtr 1,March,17,100.00%,White
2017,Qtr 1,March,18,100.00%,Black
2017,Qtr 1,March,18,100.00%,Latino
2017,Qtr 1,March,18,100.00%,White
2017,Qtr 1,March,19,0.00%,Asian
2017,Qtr 1,March,19,100.00%,Black
2017,Qtr 1,March,20,100.00%,Missing/Unknown
2017,Qtr 1,March,20,100.00%,Black
2017,Qtr 1,March,20,92.86%,Latino
2017,Qtr 1,March,20,100.00%,White
2017,Qtr 1,March,21,100.00%,Asian
2017,Qtr 1,March,21,100.00%,Black
2017,Qtr 1,March,21,100.00%,Latino
2017,Qtr 1,March,21,100.00%,White
2017,Qtr 1,March,22,100.00%,Asian
2017,Qtr 1,March,22,100.00%,Black
2017,Qtr 1,March,22,100.00%,Latino
2017,Qtr 1,March,22,100.00%,White
2017,Qtr 1,March,23,100.00%,Missing/Unknown
2017,Qtr 1,March,23,0.00%,Asian
2017,Qtr 1,March,23,100.00%,Black
2017,Qtr 1,March,23,100.00%,Latino
2017,Qtr 1,March,23,100.00%,White
2017,Qtr 1,March,24,100.00%,Asian
2017,Qtr 1,March,24,100.00%,Black
2017,Qtr 1,March,24,100.00%,Latino
2017,Qtr 1,March,24,100.00%,White
2017,Qtr 1,March,25,100.00%,Latino
2017,Qtr 1,March,26,0.00%,Asian
2017,Qtr 1,March,26,100.00%,White
2017,Qtr 1,March,27,100.00%,Asian
2017,Qtr 1,March,27,100.00%,Latino
2017,Qtr 1,March,27,100.00%,White
2017,Qtr 1,March,28,100.00%,Asian
2017,Qtr 1,March,28,100.00%,Black
2017,Qtr 1,March,28,100.00%,Latino
2017,Qtr 1,March,28,100.00%,White
2017,Qtr 1,March,29,100.00%,Asian
2017,Qtr 1,March,29,100.00%,Black
2017,Qtr 1,March,29,90.91%,Latino
2017,Qtr 1,March,29,100.00%,White
2017,Qtr 1,March,30,100.00%,Missing/Unknown
2017,Qtr 1,March,30,100.00%,Black
2017,Qtr 1,March,30,100.00%,Latino
2017,Qtr 1,March,30,100.00%,White
2017,Qtr 1,March,31,100.00%,Asian
2017,Qtr 1,March,31,100.00%,Latino
2017,Qtr 1,March,31,100.00%,White
2017,Qtr 2,April,1,100.00%,Asian
2017,Qtr 2,April,1,100.00%,Black
2017,Qtr 2,April,1,100.00%,Latino
2017,Qtr 2,April,1,100.00%,White
2017,Qtr 2,April,2,100.00%,Latino
2017,Qtr 2,April,2,100.00%,White
2017,Qtr 2,April,3,100.00%,Asian
2017,Qtr 2,April,3,94.44%,Latino
2017,Qtr 2,April,3,92.86%,White
2017,Qtr 2,April,4,100.00%,Asian
2017,Qtr 2,April,4,100.00%,Black
2017,Qtr 2,April,4,95.00%,Latino
2017,Qtr 2,April,4,92.31%,White
2017,Qtr 2,April,5,100.00%,Asian
2017,Qtr 2,April,5,100.00%,Black
2017,Qtr 2,April,5,100.00%,Latino
2017,Qtr 2,April,5,100.00%,White
2017,Qtr 2,April,6,100.00%,Missing/Unknown
2017,Qtr 2,April,6,100.00%,Asian
2017,Qtr 2,April,6,100.00%,Black
2017,Qtr 2,April,6,100.00%,Latino
2017,Qtr 2,April,6,100.00%,White
2017,Qtr 2,April,7,100.00%,Missing/Unknown
2017,Qtr 2,April,7,100.00%,Asian
2017,Qtr 2,April,7,100.00%,Black
2017,Qtr 2,April,7,100.00%,Latino
2017,Qtr 2,April,7,88.89%,White
2017,Qtr 2,April,8,100.00%,Asian
2017,Qtr 2,April,8,100.00%,Black
2017,Qtr 2,April,8,100.00%,Latino
2017,Qtr 2,April,8,87.50%,White
2017,Qtr 2,April,10,100.00%,Missing/Unknown
2017,Qtr 2,April,10,100.00%,Asian
2017,Qtr 2,April,10,100.00%,Black
2017,Qtr 2,April,10,100.00%,Latino
2017,Qtr 2,April,10,100.00%,White
2017,Qtr 2,April,11,100.00%,Missing/Unknown
2017,Qtr 2,April,11,100.00%,Asian
2017,Qtr 2,April,11,100.00%,Latino
2017,Qtr 2,April,11,100.00%,White
2017,Qtr 2,April,12,100.00%,Black
2017,Qtr 2,April,12,100.00%,Latino
2017,Qtr 2,April,12,100.00%,White
2017,Qtr 2,April,13,100.00%,Missing/Unknown
2017,Qtr 2,April,13,100.00%,Asian
2017,Qtr 2,April,13,100.00%,Latino
2017,Qtr 2,April,13,100.00%,White
2017,Qtr 2,April,14,100.00%,Missing/Unknown
2017,Qtr 2,April,14,100.00%,Asian
2017,Qtr 2,April,14,100.00%,Black
2017,Qtr 2,April,14,75.00%,Latino
2017,Qtr 2,April,14,83.33%,White
2017,Qtr 2,April,16,100.00%,Missing/Unknown
2017,Qtr 2,April,16,100.00%,Asian
2017,Qtr 2,April,16,100.00%,Black
2017,Qtr 2,April,16,100.00%,Latino
2017,Qtr 2,April,16,100.00%,White
2017,Qtr 2,April,17,0.00%,Missing/Unknown
2017,Qtr 2,April,17,100.00%,Asian
2017,Qtr 2,April,17,100.00%,Black
2017,Qtr 2,April,17,100.00%,Latino
2017,Qtr 2,April,17,85.71%,White
2017,Qtr 2,April,18,100.00%,Missing/Unknown
2017,Qtr 2,April,18,100.00%,Asian
2017,Qtr 2,April,18,75.00%,Black
2017,Qtr 2,April,18,100.00%,Latino
2017,Qtr 2,April,18,92.31%,White
2017,Qtr 2,April,19,100.00%,Missing/Unknown
2017,Qtr 2,April,19,0.00%,Asian
2017,Qtr 2,April,19,100.00%,Black
2017,Qtr 2,April,19,89.47%,Latino
2017,Qtr 2,April,19,100.00%,White
2017,Qtr 2,April,20,100.00%,Asian
2017,Qtr 2,April,20,100.00%,Black
2017,Qtr 2,April,20,100.00%,Latino
2017,Qtr 2,April,20,93.33%,White
2017,Qtr 2,April,21,100.00%,Missing/Unknown
2017,Qtr 2,April,21,100.00%,Asian
2017,Qtr 2,April,21,100.00%,Black
2017,Qtr 2,April,21,100.00%,Latino
2017,Qtr 2,April,21,100.00%,White
2017,Qtr 2,April,22,100.00%,Asian
2017,Qtr 2,April,22,100.00%,Black
2017,Qtr 2,April,22,100.00%,Latino
2017,Qtr 2,April,22,95.00%,White
2017,Qtr 2,April,24,100.00%,Asian
2017,Qtr 2,April,24,100.00%,Black
2017,Qtr 2,April,24,100.00%,Latino
2017,Qtr 2,April,24,100.00%,White
2017,Qtr 2,April,25,100.00%,Missing/Unknown
2017,Qtr 2,April,25,100.00%,Asian
2017,Qtr 2,April,25,100.00%,Black
2017,Qtr 2,April,25,100.00%,Latino
2017,Qtr 2,April,25,100.00%,White
2017,Qtr 2,April,26,0.00%,Missing/Unknown
2017,Qtr 2,April,26,100.00%,Asian
2017,Qtr 2,April,26,100.00%,Black
2017,Qtr 2,April,26,100.00%,Latino
2017,Qtr 2,April,26,90.91%,White
2017,Qtr 2,April,27,100.00%,Asian
2017,Qtr 2,April,27,66.67%,Black
2017,Qtr 2,April,27,100.00%,Latino
2017,Qtr 2,April,27,100.00%,White
2017,Qtr 2,April,28,100.00%,Asian
2017,Qtr 2,April,28,100.00%,Latino
2017,Qtr 2,April,28,100.00%,White
2017,Qtr 2,April,29,100.00%,Latino
2017,Qtr 2,April,29,100.00%,White
2017,Qtr 2,May,1,100.00%,Asian
2017,Qtr 2,May,1,100.00%,Black
2017,Qtr 2,May,1,95.45%,Latino
2017,Qtr 2,May,1,100.00%,White
2017,Qtr 2,May,2,100.00%,Missing/Unknown
2017,Qtr 2,May,2,91.67%,Latino
2017,Qtr 2,May,2,92.31%,White
2017,Qtr 2,May,3,100.00%,Missing/Unknown
2017,Qtr 2,May,3,100.00%,Asian
2017,Qtr 2,May,3,100.00%,Black
2017,Qtr 2,May,3,100.00%,Latino
2017,Qtr 2,May,3,100.00%,White
2017,Qtr 2,May,4,100.00%,Missing/Unknown
2017,Qtr 2,May,4,100.00%,Black
2017,Qtr 2,May,4,94.44%,Latino
2017,Qtr 2,May,4,100.00%,White
2017,Qtr 2,May,5,100.00%,Asian
2017,Qtr 2,May,5,100.00%,Black
2017,Qtr 2,May,5,100.00%,Latino
2017,Qtr 2,May,5,100.00%,White
2017,Qtr 2,May,6,100.00%,Asian
2017,Qtr 2,May,6,100.00%,Latino
2017,Qtr 2,May,6,100.00%,White
2017,Qtr 2,May,7,100.00%,Latino
2017,Qtr 2,May,8,100.00%,Missing/Unknown
2017,Qtr 2,May,8,100.00%,Black
2017,Qtr 2,May,8,73.33%,Latino
2017,Qtr 2,May,8,100.00%,White
2017,Qtr 2,May,9,100.00%,Missing/Unknown
2017,Qtr 2,May,9,100.00%,Asian
2017,Qtr 2,May,9,100.00%,Black
2017,Qtr 2,May,9,100.00%,Latino
2017,Qtr 2,May,9,100.00%,White
2017,Qtr 2,May,10,75.00%,Asian
2017,Qtr 2,May,10,100.00%,Black
2017,Qtr 2,May,10,93.75%,Latino
2017,Qtr 2,May,10,100.00%,White
2017,Qtr 2,May,11,100.00%,Missing/Unknown
2017,Qtr 2,May,11,100.00%,Asian
2017,Qtr 2,May,11,100.00%,Black
2017,Qtr 2,May,11,100.00%,Latino
2017,Qtr 2,May,11,100.00%,White
2017,Qtr 2,May,12,50.00%,Black
2017,Qtr 2,May,12,100.00%,Latino
2017,Qtr 2,May,12,100.00%,White
2017,Qtr 2,May,14,100.00%,Asian
2017,Qtr 2,May,14,100.00%,White
2017,Qtr 2,May,15,100.00%,Asian
2017,Qtr 2,May,15,88.89%,Latino
2017,Qtr 2,May,15,83.33%,White
2017,Qtr 2,May,16,100.00%,Asian
2017,Qtr 2,May,16,0.00%,Black
2017,Qtr 2,May,16,92.31%,Latino
2017,Qtr 2,May,16,100.00%,White
2017,Qtr 2,May,17,100.00%,Missing/Unknown
2017,Qtr 2,May,17,100.00%,Asian
2017,Qtr 2,May,17,100.00%,Black
2017,Qtr 2,May,17,94.12%,Latino
2017,Qtr 2,May,17,95.00%,White
2017,Qtr 2,May,18,100.00%,Asian
2017,Qtr 2,May,18,93.33%,Latino
2017,Qtr 2,May,18,100.00%,White
2017,Qtr 2,May,19,100.00%,Missing/Unknown
2017,Qtr 2,May,19,100.00%,Asian
2017,Qtr 2,May,19,100.00%,Black
2017,Qtr 2,May,19,85.71%,Latino
2017,Qtr 2,May,19,100.00%,White
2017,Qtr 2,May,22,100.00%,Asian
2017,Qtr 2,May,22,100.00%,Black
2017,Qtr 2,May,22,90.00%,Latino
2017,Qtr 2,May,22,100.00%,White
2017,Qtr 2,May,23,100.00%,Black
2017,Qtr 2,May,23,81.82%,Latino
2017,Qtr 2,May,23,88.89%,White
2017,Qtr 2,May,24,100.00%,Missing/Unknown
2017,Qtr 2,May,24,100.00%,Black
2017,Qtr 2,May,24,91.67%,Latino
2017,Qtr 2,May,24,100.00%,White
2017,Qtr 2,May,25,100.00%,Black
2017,Qtr 2,May,25,100.00%,Latino
2017,Qtr 2,May,25,100.00%,White
2017,Qtr 2,May,26,100.00%,Asian
2017,Qtr 2,May,26,66.67%,Black
2017,Qtr 2,May,26,100.00%,Latino
2017,Qtr 2,May,26,100.00%,White
2017,Qtr 2,May,30,75.00%,Asian
2017,Qtr 2,May,30,100.00%,Black
2017,Qtr 2,May,30,92.86%,Latino
2017,Qtr 2,May,30,92.31%,White
2017,Qtr 2,May,31,100.00%,Missing/Unknown
2017,Qtr 2,May,31,100.00%,Black
2017,Qtr 2,May,31,100.00%,Latino
2017,Qtr 2,May,31,81.82%,White
2017,Qtr 2,June,1,0.00%,Asian
2017,Qtr 2,June,1,100.00%,Black
2017,Qtr 2,June,1,100.00%,Latino
2017,Qtr 2,June,1,90.00%,White
2017,Qtr 2,June,2,100.00%,Asian
2017,Qtr 2,June,2,100.00%,Black
2017,Qtr 2,June,2,100.00%,Latino
2017,Qtr 2,June,2,100.00%,White
2017,Qtr 2,June,3,100.00%,Latino
2017,Qtr 2,June,3,100.00%,White
2017,Qtr 2,June,4,100.00%,White
2017,Qtr 2,June,5,50.00%,Missing/Unknown
2017,Qtr 2,June,5,100.00%,Asian
2017,Qtr 2,June,5,66.67%,Black
2017,Qtr 2,June,5,100.00%,Latino
2017,Qtr 2,June,5,100.00%,White
2017,Qtr 2,June,6,100.00%,Missing/Unknown
2017,Qtr 2,June,6,100.00%,Black
2017,Qtr 2,June,6,88.89%,Latino
2017,Qtr 2,June,6,100.00%,White
2017,Qtr 2,June,7,100.00%,Asian
2017,Qtr 2,June,7,100.00%,Black
2017,Qtr 2,June,7,100.00%,Latino
2017,Qtr 2,June,7,100.00%,White
2017,Qtr 2,June,8,50.00%,Asian
2017,Qtr 2,June,8,100.00%,Black
2017,Qtr 2,June,8,88.89%,Latino
2017,Qtr 2,June,8,85.71%,White
2017,Qtr 2,June,9,100.00%,Missing/Unknown
2017,Qtr 2,June,9,100.00%,Asian
2017,Qtr 2,June,9,100.00%,Black
2017,Qtr 2,June,9,100.00%,Latino
2017,Qtr 2,June,9,100.00%,White
2017,Qtr 2,June,10,100.00%,Asian
2017,Qtr 2,June,10,100.00%,Latino
2017,Qtr 2,June,10,100.00%,White
2017,Qtr 2,June,12,100.00%,Missing/Unknown
2017,Qtr 2,June,12,100.00%,Asian
2017,Qtr 2,June,12,100.00%,Black
2017,Qtr 2,June,12,100.00%,Latino
2017,Qtr 2,June,12,100.00%,White
2017,Qtr 2,June,13,100.00%,Asian
2017,Qtr 2,June,13,66.67%,Black
2017,Qtr 2,June,13,100.00%,Latino
2017,Qtr 2,June,13,91.67%,White
2017,Qtr 2,June,14,100.00%,Asian
2017,Qtr 2,June,14,100.00%,Black
2017,Qtr 2,June,14,100.00%,Latino
2017,Qtr 2,June,14,100.00%,White
2017,Qtr 2,June,15,100.00%,Missing/Unknown
2017,Qtr 2,June,15,100.00%,Asian
2017,Qtr 2,June,15,100.00%,Black
2017,Qtr 2,June,15,80.00%,Latino
2017,Qtr 2,June,15,100.00%,White
2017,Qtr 2,June,16,50.00%,Asian
2017,Qtr 2,June,16,100.00%,Black
2017,Qtr 2,June,16,85.71%,Latino
2017,Qtr 2,June,16,71.43%,White
2017,Qtr 2,June,17,100.00%,Latino
2017,Qtr 2,June,17,100.00%,White
2017,Qtr 2,June,18,100.00%,Latino
2017,Qtr 2,June,19,66.67%,Latino
2017,Qtr 2,June,19,100.00%,White
2017,Qtr 2,June,20,100.00%,Missing/Unknown
2017,Qtr 2,June,20,100.00%,Asian
2017,Qtr 2,June,20,50.00%,Black
2017,Qtr 2,June,20,75.00%,Latino
2017,Qtr 2,June,20,100.00%,White
2017,Qtr 2,June,21,100.00%,Missing/Unknown
2017,Qtr 2,June,21,100.00%,Asian
2017,Qtr 2,June,21,100.00%,Black
2017,Qtr 2,June,21,100.00%,Latino
2017,Qtr 2,June,21,100.00%,White
2017,Qtr 2,June,22,100.00%,Asian
2017,Qtr 2,June,22,0.00%,Black
2017,Qtr 2,June,22,100.00%,Latino
2017,Qtr 2,June,22,100.00%,White
2017,Qtr 2,June,23,100.00%,Missing/Unknown
2017,Qtr 2,June,23,100.00%,Asian
2017,Qtr 2,June,23,100.00%,Black
2017,Qtr 2,June,23,90.91%,Latino
2017,Qtr 2,June,23,84.62%,White
2017,Qtr 2,June,25,100.00%,White
2017,Qtr 2,June,26,100.00%,Missing/Unknown
2017,Qtr 2,June,26,50.00%,Asian
2017,Qtr 2,June,26,100.00%,Black
2017,Qtr 2,June,26,100.00%,Latino
2017,Qtr 2,June,26,100.00%,White
2017,Qtr 2,June,27,100.00%,Missing/Unknown
2017,Qtr 2,June,27,100.00%,Black
2017,Qtr 2,June,27,100.00%,Latino
2017,Qtr 2,June,27,100.00%,White
2017,Qtr 2,June,28,100.00%,Missing/Unknown
2017,Qtr 2,June,28,100.00%,Asian
2017,Qtr 2,June,28,100.00%,Black
2017,Qtr 2,June,28,100.00%,Latino
2017,Qtr 2,June,28,100.00%,White
2017,Qtr 2,June,29,100.00%,Missing/Unknown
2017,Qtr 2,June,29,100.00%,Asian
2017,Qtr 2,June,29,92.31%,Latino
2017,Qtr 2,June,29,100.00%,White
2017,Qtr 2,June,30,100.00%,Asian
2017,Qtr 2,June,30,100.00%,Black
2017,Qtr 2,June,30,91.67%,Latino
2017,Qtr 2,June,30,80.00%,White
2017,Qtr 3,July,3,100.00%,Asian
2017,Qtr 3,July,3,100.00%,Black
2017,Qtr 3,July,3,100.00%,Latino
2017,Qtr 3,July,3,88.89%,White
2017,Qtr 3,July,5,100.00%,Asian
2017,Qtr 3,July,5,100.00%,Black
2017,Qtr 3,July,5,91.67%,Latino
2017,Qtr 3,July,5,100.00%,White
2017,Qtr 3,July,6,100.00%,Missing/Unknown
2017,Qtr 3,July,6,87.50%,Black
2017,Qtr 3,July,6,92.31%,Latino
2017,Qtr 3,July,6,100.00%,White
2017,Qtr 3,July,7,100.00%,Missing/Unknown
2017,Qtr 3,July,7,100.00%,Asian
2017,Qtr 3,July,7,100.00%,Latino
2017,Qtr 3,July,7,85.71%,White
2017,Qtr 3,July,8,100.00%,White
2017,Qtr 3,July,10,100.00%,Missing/Unknown
2017,Qtr 3,July,10,100.00%,Asian
2017,Qtr 3,July,10,100.00%,Black
2017,Qtr 3,July,10,100.00%,Latino
2017,Qtr 3,July,10,100.00%,White
2017,Qtr 3,July,11,100.00%,Asian
2017,Qtr 3,July,11,100.00%,Black
2017,Qtr 3,July,11,100.00%,Latino
2017,Qtr 3,July,11,100.00%,White
2017,Qtr 3,July,12,100.00%,Missing/Unknown
2017,Qtr 3,July,12,75.00%,Black
2017,Qtr 3,July,12,100.00%,Latino
2017,Qtr 3,July,12,92.31%,White
2017,Qtr 3,July,13,100.00%,Asian
2017,Qtr 3,July,13,100.00%,Black
2017,Qtr 3,July,13,92.31%,Latino
2017,Qtr 3,July,13,66.67%,White
2017,Qtr 3,July,14,100.00%,Black
2017,Qtr 3,July,14,100.00%,Latino
2017,Qtr 3,July,14,100.00%,White
2017,Qtr 3,July,17,66.67%,Missing/Unknown
2017,Qtr 3,July,17,100.00%,Asian
2017,Qtr 3,July,17,100.00%,Black
2017,Qtr 3,July,17,100.00%,Latino
2017,Qtr 3,July,17,100.00%,White
2017,Qtr 3,July,18,100.00%,Asian
2017,Qtr 3,July,18,100.00%,Black
2017,Qtr 3,July,18,88.89%,Latino
2017,Qtr 3,July,18,100.00%,White
2017,Qtr 3,July,19,100.00%,Black
2017,Qtr 3,July,19,94.44%,Latino
2017,Qtr 3,July,19,100.00%,White
2017,Qtr 3,July,20,100.00%,Asian
2017,Qtr 3,July,20,100.00%,Black
2017,Qtr 3,July,20,100.00%,Latino
2017,Qtr 3,July,20,71.43%,White
2017,Qtr 3,July,21,0.00%,Black
2017,Qtr 3,July,21,91.67%,Latino
2017,Qtr 3,July,21,100.00%,White
2017,Qtr 3,July,24,0.00%,Missing/Unknown
2017,Qtr 3,July,24,100.00%,Asian
2017,Qtr 3,July,24,100.00%,Black
2017,Qtr 3,July,24,90.00%,Latino
2017,Qtr 3,July,24,100.00%,White
2017,Qtr 3,July,25,100.00%,Asian
2017,Qtr 3,July,25,100.00%,Black
2017,Qtr 3,July,25,75.00%,Latino
2017,Qtr 3,July,25,75.00%,White
2017,Qtr 3,July,26,100.00%,Missing/Unknown
2017,Qtr 3,July,26,100.00%,Asian
2017,Qtr 3,July,26,100.00%,Black
2017,Qtr 3,July,26,100.00%,Latino
2017,Qtr 3,July,26,100.00%,White
2017,Qtr 3,July,27,100.00%,Black
2017,Qtr 3,July,27,100.00%,Latino
2017,Qtr 3,July,28,100.00%,Asian
2017,Qtr 3,July,28,100.00%,Latino
2017,Qtr 3,July,28,100.00%,White
2017,Qtr 3,July,30,100.00%,Missing/Unknown
2017,Qtr 3,July,30,100.00%,Asian
2017,Qtr 3,July,30,100.00%,Black
2017,Qtr 3,July,30,100.00%,Latino
2017,Qtr 3,July,30,100.00%,White
2017,Qtr 3,July,31,80.00%,Black
2017,Qtr 3,July,31,100.00%,Latino
2017,Qtr 3,July,31,100.00%,White
2017,Qtr 3,August,1,100.00%,Asian
2017,Qtr 3,August,1,100.00%,Black
2017,Qtr 3,August,1,100.00%,Latino
2017,Qtr 3,August,1,100.00%,White
2017,Qtr 3,August,2,100.00%,Black
2017,Qtr 3,August,2,85.71%,Latino
2017,Qtr 3,August,2,100.00%,White
2017,Qtr 3,August,3,100.00%,Missing/Unknown
2017,Qtr 3,August,3,100.00%,Asian
2017,Qtr 3,August,3,100.00%,Black
2017,Qtr 3,August,3,100.00%,Latino
2017,Qtr 3,August,3,100.00%,White
2017,Qtr 3,August,4,66.67%,Black
2017,Qtr 3,August,4,90.91%,Latino
2017,Qtr 3,August,4,100.00%,White
2017,Qtr 3,August,5,100.00%,Asian
2017,Qtr 3,August,5,100.00%,Latino
2017,Qtr 3,August,6,100.00%,Latino
2017,Qtr 3,August,7,100.00%,Missing/Unknown
2017,Qtr 3,August,7,100.00%,Asian
2017,Qtr 3,August,7,100.00%,Black
2017,Qtr 3,August,7,100.00%,Latino
2017,Qtr 3,August,7,100.00%,White
2017,Qtr 3,August,8,100.00%,Missing/Unknown
2017,Qtr 3,August,8,100.00%,Asian
2017,Qtr 3,August,8,100.00%,Black
2017,Qtr 3,August,8,100.00%,Latino
2017,Qtr 3,August,8,88.89%,White
2017,Qtr 3,August,9,100.00%,Asian
2017,Qtr 3,August,9,100.00%,Black
2017,Qtr 3,August,9,100.00%,Latino
2017,Qtr 3,August,9,88.89%,White
2017,Qtr 3,August,10,0.00%,Black
2017,Qtr 3,August,10,100.00%,Latino
2017,Qtr 3,August,10,100.00%,White
2017,Qtr 3,August,11,100.00%,Asian
2017,Qtr 3,August,11,92.31%,Latino
2017,Qtr 3,August,11,100.00%,White
2017,Qtr 3,August,13,75.00%,Latino
2017,Qtr 3,August,13,100.00%,White
2017,Qtr 3,August,14,100.00%,Missing/Unknown
2017,Qtr 3,August,14,100.00%,Asian
2017,Qtr 3,August,14,100.00%,Black
2017,Qtr 3,August,14,94.44%,Latino
2017,Qtr 3,August,14,100.00%,White
2017,Qtr 3,August,15,100.00%,Missing/Unknown
2017,Qtr 3,August,15,100.00%,Asian
2017,Qtr 3,August,15,100.00%,Black
2017,Qtr 3,August,15,94.12%,Latino
2017,Qtr 3,August,15,100.00%,White
2017,Qtr 3,August,16,100.00%,Asian
2017,Qtr 3,August,16,100.00%,Latino
2017,Qtr 3,August,16,100.00%,White
2017,Qtr 3,August,17,100.00%,Missing/Unknown
2017,Qtr 3,August,17,100.00%,Asian
2017,Qtr 3,August,17,100.00%,Black
2017,Qtr 3,August,17,100.00%,Latino
2017,Qtr 3,August,17,72.73%,White
2017,Qtr 3,August,18,100.00%,Asian
2017,Qtr 3,August,18,100.00%,Black
2017,Qtr 3,August,18,100.00%,Latino
2017,Qtr 3,August,18,100.00%,White
2017,Qtr 3,August,19,100.00%,White
2017,Qtr 3,August,20,0.00%,White
2017,Qtr 3,August,21,100.00%,Asian
2017,Qtr 3,August,21,100.00%,Black
2017,Qtr 3,August,21,100.00%,Latino
2017,Qtr 3,August,21,100.00%,White
2017,Qtr 3,August,22,100.00%,Missing/Unknown
2017,Qtr 3,August,22,100.00%,Asian
2017,Qtr 3,August,22,100.00%,Black
2017,Qtr 3,August,22,100.00%,Latino
2017,Qtr 3,August,22,100.00%,White
2017,Qtr 3,August,23,50.00%,Asian
2017,Qtr 3,August,23,100.00%,Black
2017,Qtr 3,August,23,100.00%,Latino
2017,Qtr 3,August,23,100.00%,White
2017,Qtr 3,August,24,100.00%,Missing/Unknown
2017,Qtr 3,August,24,100.00%,Latino
2017,Qtr 3,August,24,100.00%,White
2017,Qtr 3,August,25,100.00%,Asian
2017,Qtr 3,August,25,100.00%,Black
2017,Qtr 3,August,25,100.00%,Latino
2017,Qtr 3,August,25,100.00%,White
2017,Qtr 3,August,26,100.00%,Black
2017,Qtr 3,August,26,100.00%,Latino
2017,Qtr 3,August,26,100.00%,White
2017,Qtr 3,August,27,100.00%,Black
2017,Qtr 3,August,27,100.00%,Latino
2017,Qtr 3,August,28,100.00%,Asian
2017,Qtr 3,August,28,100.00%,Black
2017,Qtr 3,August,28,92.86%,Latino
2017,Qtr 3,August,28,100.00%,White
2017,Qtr 3,August,29,100.00%,Asian
2017,Qtr 3,August,29,100.00%,Black
2017,Qtr 3,August,29,100.00%,Latino
2017,Qtr 3,August,29,100.00%,White
2017,Qtr 3,August,30,100.00%,Asian
2017,Qtr 3,August,30,100.00%,Black
2017,Qtr 3,August,30,100.00%,Latino
2017,Qtr 3,August,30,66.67%,White
2017,Qtr 3,August,31,100.00%,Asian
2017,Qtr 3,August,31,100.00%,Black
